domain,num_a_fail,rate_all,num_a_all,num_a_success,rate_a_fail
wx1.sinaimg.cn,0,0.00%,1,1,0.00%
wx3.sinaimg.cn,0,0.00%,2,2,0.00%
mail.google.com,0,0.00%,10,10,0.00%
mini.browser.360.cn,0,0.00%,13,13,0.00%
img.www.duba.net,0,0.00%,1,1,0.00%
detectportal.firefox.com,0,0.00%,72,72,0.00%
bam.nr-data.net,0,0.00%,27,27,0.00%
mail.cstnet.cn,0,0.00%,30,30,0.00%
dns.weixin.qq.com.cn,0,0.00%,59,59,0.00%
www.msftconnecttest.com,0,0.00%,11,11,0.00%
sat02pap002.storage.live.com,0,0.00%,1,1,0.00%
d23iz4esrwkib6.cloudfront.net,0,0.00%,2,2,0.00%
d.skconf.f.360.cn,0,0.00%,27,27,0.00%
short.weixin.qq.com,0,0.00%,14,14,0.00%
updates.logitech.com,0,0.00%,1,1,0.00%
smarthome.hicloud.com,0,0.00%,5,5,0.00%
metrics1.data.hicloud.com,0,0.00%,24,24,0.00%
mp.weixin.qq.com,0,0.00%,17,17,0.00%
example.org,0,0.00%,6,6,0.00%
bitbucket.org,0,0.00%,1,1,0.00%
m.comment.service.kugou.com,0,0.00%,1,1,0.00%
ip.kugou.com,0,0.00%,1,1,0.00%
imge.kugou.com,0,0.00%,1,1,0.00%
p13n.adobe.io,0,0.00%,4,4,0.00%
i.guancha.cn,0,0.00%,2,2,0.00%
nodestore.logitech.io,0,0.00%,3,3,0.00%
win1910.ipv6.microsoft.com,0,0.00%,7,7,0.00%
upext.chrome.360.cn,0,0.00%,2,2,0.00%
ex.qq.com,0,0.00%,9,9,0.00%
www.google.com,0,0.00%,46,46,0.00%
armmf.adobe.com,0,0.00%,2,2,0.00%
lhpay.gzcl999.com,0,0.00%,4,4,0.00%
sns-img-hw.xhscdn.com,0,0.00%,4,4,0.00%
wemeet-log-1256380422.cos.ap-guangzhou.myqcloud.com,0,0.00%,2,2,0.00%
t.khd.2345.cc,0,0.00%,28,28,0.00%
www.expressapisv2.net,0,0.00%,6,6,0.00%
data.ie.sogou.com,0,0.00%,1,1,0.00%
isure.stream.qqmusic.qq.com,0,0.00%,11,11,0.00%
sjy.stream.qqmusic.qq.com,0,0.00%,7,7,0.00%
aqqmusic.tc.qq.com,0,0.00%,7,7,0.00%
yun.tim.qq.com,0,0.00%,4,4,0.00%
r.avlab.qq.com,0,0.00%,2,2,0.00%
isure6.stream.qqmusic.qq.com,0,0.00%,5,5,0.00%
dig.lianjia.com,0,0.00%,10,10,0.00%
map.ke.com,0,0.00%,2,2,0.00%
dns01.bj.chinamobile.com,0,0.00%,2,2,0.00%
wup.imtt.qq.com,0,0.00%,8,8,0.00%
client.mail.163.com,0,0.00%,5,5,0.00%
caldav.163.com,0,0.00%,13,13,0.00%
foundation.youdao.com,0,0.00%,2,2,0.00%
education-certification.youdao.com,0,0.00%,2,2,0.00%
gorgon.youdao.com,0,0.00%,2,2,0.00%
ulogs.umeng.com,0,0.00%,2,2,0.00%
ydpushserver.youdao.com,0,0.00%,2,2,0.00%
events-drcn.op.dbankcloud.cn,0,0.00%,6,6,0.00%
22-courier.push.apple.com,0,0.00%,5,5,0.00%
cidian.youdao.com,0,0.00%,8,8,0.00%
wow.youdao.com,0,0.00%,2,2,0.00%
metrics1-drcn.dt.dbankcloud.cn,0,0.00%,9,9,0.00%
wow-activity.youdao.com,0,0.00%,2,2,0.00%
apple.com,0,0.00%,23,23,0.00%
time.g.aaplimg.com,0,0.00%,12,12,0.00%
mcs.zijieapi.com,0,0.00%,2,2,0.00%
mon.zijieapi.com,0,0.00%,41,41,0.00%
i.snssdk.com,0,0.00%,4,4,0.00%
imgcache.qq.com,0,0.00%,1,1,0.00%
cloud.browser.360.cn,0,0.00%,5,5,0.00%
galaxy.safe.360.cn,0,0.00%,2,2,0.00%
officeclient.microsoft.com,0,0.00%,8,8,0.00%
puv.tt.browser.360.cn,0,0.00%,7,7,0.00%
udpcache.gnvip.net,0,0.00%,1,1,0.00%
tsearch.snssdk.com,0,0.00%,1,1,0.00%
www.toutiao.com,0,0.00%,2,2,0.00%
nexus.officeapps.live.com,0,0.00%,13,13,0.00%
qdun-data.qq.com,0,0.00%,1,1,0.00%
qd-update.qq.com,0,0.00%,1,1,0.00%
www.csdn.net,0,0.00%,65,65,0.00%
finder.video.qq.com,0,0.00%,2,2,0.00%
cd001.www.duba.net,0,0.00%,2,2,0.00%
passport.escience.cn,0,0.00%,5,5,0.00%
bj.lianjia.com,0,0.00%,2,2,0.00%
dlswbr.baidu.com,0,0.00%,4,4,0.00%
s1.ljcdn.com,0,0.00%,1,1,0.00%
api.safe.360.cn,0,0.00%,34,34,0.00%
p14.d.meituan.net,0,0.00%,2,2,0.00%
o3.d.meituan.net,0,0.00%,1,1,0.00%
ajax.api.lianjia.com,0,0.00%,2,2,0.00%
image1.ljcdn.com,0,0.00%,1,1,0.00%
dsum.casalemedia.com,0,0.00%,1,1,0.00%
ex.lianjia.com,0,0.00%,2,2,0.00%
fonts.gstatic.com,0,0.00%,1,1,0.00%
btrace.qq.com,0,0.00%,42,42,0.00%
szlong.weixin.qq.com,0,0.00%,6,6,0.00%
sync.readcube.com.herokudns.com,0,0.00%,3,3,0.00%
services.readcube.com.herokudns.com,0,0.00%,3,3,0.00%
ocsp2-lb.apple.com.akadns.net,0,0.00%,3,3,0.00%
software.drivergenius.com,0,0.00%,4,4,0.00%
wx.gtimg.com,0,0.00%,2,2,0.00%
substrate.office.com,0,0.00%,13,13,0.00%
pconf.f.360.cn,0,0.00%,10,10,0.00%
mobile.pipe.aria.microsoft.com,0,0.00%,7,7,0.00%
u6.y.qq.com,0,0.00%,2,2,0.00%
guzzoni.apple.com,0,0.00%,1,1,0.00%
ocsp2.apple.com,0,0.00%,4,4,0.00%
mesu.g.aaplimg.com,0,0.00%,4,4,0.00%
message-center-statis.chuxingyouhui.com,0,0.00%,1,1,0.00%
wxpaylogo.qpic.cn,0,0.00%,1,1,0.00%
waconafd.officeapps.live.com,0,0.00%,3,3,0.00%
dpmtpush.dianping.com,0,0.00%,2,2,0.00%
acdc-direct.office.com,0,0.00%,4,4,0.00%
npay.meituan.com,0,0.00%,1,1,0.00%
upload.fp.measure.office.com,0,0.00%,5,5,0.00%
alert-cn.battlenet.com.cn,0,0.00%,7,7,0.00%
gsp0.baidu.com,0,0.00%,2,2,0.00%
weather-drcn.music.dbankcloud.cn,0,0.00%,4,4,0.00%
szminorshort.weixin.qq.com,0,0.00%,7,7,0.00%
market-fin.meituan.com,0,0.00%,1,1,0.00%
a2p-s01-drcn.cloud.dbankcloud.cn,0,0.00%,4,4,0.00%
mgm.meituan.com,0,0.00%,1,1,0.00%
1126359.sched.skalego-dk.tdnsstic1.cn,0,0.00%,2,2,0.00%
mlminorshort.weixin.qq.com,0,0.00%,1,1,0.00%
hm.baidu.com,0,0.00%,16,16,0.00%
ipv4-ipv6-phase4.wpt-portm.vip.meituan.com,0,0.00%,2,2,0.00%
res.servicewechat.com,0,0.00%,1,1,0.00%
e10499.dsce9.akamaiedge.net,0,0.00%,2,2,0.00%
dispatcher.is.autonavi.com,0,0.00%,1,1,0.00%
gspe35-ssl.ls.apple.com,0,0.00%,1,1,0.00%
gspe19-cn-ssl.ls.apple.com.download.ks-cdn.com,0,0.00%,1,1,0.00%
vip.foxitreader.cn,0,0.00%,2,2,0.00%
ping-edge.smartscreen.microsoft.com,0,0.00%,3,3,0.00%
metrics-picture.dreport.meituan.net,0,0.00%,1,1,0.00%
4e3fbc91775832759f33b21e514bb29c.dlied1.cdntips.net,0,0.00%,1,1,0.00%
mlextshort.weixin.qq.com,0,0.00%,3,3,0.00%
imapi.lianjia.com,0,0.00%,4,4,0.00%
y.gtimg.cn,0,0.00%,3,3,0.00%
api.apple-cloudkit.com,0,0.00%,3,3,0.00%
api.apple-cloudkit.fe.apple-dns.net,0,0.00%,2,2,0.00%
in1-gw2-02-ce7dd027.eastus2.cloudapp.azure.com,0,0.00%,2,2,0.00%
a.sh.vip.dianping.com,0,0.00%,2,2,0.00%
gitee.com,0,0.00%,6,6,0.00%
wm.xiajunhuagong.cn,0,0.00%,2,2,0.00%
exmail.qq.com,0,0.00%,3,3,0.00%
in.appcenter.ms,0,0.00%,8,8,0.00%
c.gsc.qq.com,0,0.00%,2,2,0.00%
qqadapt.qpic.cn,0,0.00%,2,2,0.00%
cdn.ark.qq.com,0,0.00%,2,2,0.00%
f8ed5d21a44b0e58.jijifun.com,0,0.00%,1,1,0.00%
ugc.qpic.cn,0,0.00%,2,2,0.00%
midinfo.baofeng.com,0,0.00%,2,2,0.00%
agd2.p.360.cn,0,0.00%,2,2,0.00%
v2.shyonghui.xyz,0,0.00%,2,2,0.00%
inappcheck.itunes.apple.com,0,0.00%,3,3,0.00%
gap.work.weixin.qq.com,0,0.00%,3,3,0.00%
wwcdn.weixin.qq.com,0,0.00%,4,4,0.00%
ossimg.hitv.com,0,0.00%,1,1,0.00%
softcenter-all.os.nfschina.com,0,0.00%,5,5,0.00%
tencent-i.work.weixin.qq.com,0,0.00%,3,3,0.00%
srtb.msn.com,0,0.00%,7,7,0.00%
static-xl.a.88cdn.com,0,0.00%,2,2,0.00%
c.msn.cn,0,0.00%,9,9,0.00%
browser.events.data.msn.cn,0,0.00%,9,9,0.00%
i.work.weixin.qq.com,0,0.00%,2,2,0.00%
c.bing.com,0,0.00%,9,9,0.00%
locini.gslb.360safe.com,0,0.00%,1,1,0.00%
www.weather.com.cn,0,0.00%,1,1,0.00%
deff.nelreports.net,0,0.00%,5,5,0.00%
fclick.baidu.com,0,0.00%,14,14,0.00%
functional.events.data.microsoft.com,0,0.00%,6,6,0.00%
i.tq121.com.cn,0,0.00%,1,1,0.00%
hector.baidu.com,0,0.00%,4,4,0.00%
pic.weather.com.cn,0,0.00%,1,1,0.00%
i.weather.com.cn,0,0.00%,1,1,0.00%
translate.google.com,0,0.00%,4,4,0.00%
wgeo.weather.com.cn,0,0.00%,1,1,0.00%
d1.weather.com.cn,0,0.00%,1,1,0.00%
ntp.msn.cn,0,0.00%,8,8,0.00%
c.msn.com,0,0.00%,3,3,0.00%
h-adashx-internal.ut.taobao.com.gds.alibabadns.com,0,0.00%,1,1,0.00%
apd-pcdnwxnat.teg.tencent-cloud.net,0,0.00%,7,7,0.00%
time-ios.g.aaplimg.com,0,0.00%,3,3,0.00%
cgicol.amap.com,0,0.00%,15,15,0.00%
news.sohu.com,0,0.00%,1,1,0.00%
statics.itc.cn,0,0.00%,1,1,0.00%
sucimg.itc.cn,0,0.00%,1,1,0.00%
39d0825d09f05.cdn.sohucs.com,0,0.00%,2,2,0.00%
txt.go.sohu.com,0,0.00%,1,1,0.00%
images.sohu.com,0,0.00%,1,1,0.00%
js.sohu.com,0,0.00%,1,1,0.00%
www.sohu.com,0,0.00%,2,2,0.00%
cpro.baidustatic.com,0,0.00%,3,3,0.00%
acg.sohu.com,0,0.00%,1,1,0.00%
astro.sohu.com,0,0.00%,1,1,0.00%
auto.sohu.com,0,0.00%,1,1,0.00%
p10.d.meituan.net,0,0.00%,1,1,0.00%
baobao.sohu.com,0,0.00%,1,1,0.00%
business.sohu.com,0,0.00%,1,1,0.00%
cul.sohu.com,0,0.00%,1,1,0.00%
fashion.sohu.com,0,0.00%,1,1,0.00%
fun.sohu.com,0,0.00%,1,1,0.00%
dc.services.visualstudio.com,0,0.00%,8,8,0.00%
game.sohu.com,0,0.00%,1,1,0.00%
healthnews.sohu.com,0,0.00%,1,1,0.00%
history.sohu.com,0,0.00%,1,1,0.00%
it.sohu.com,0,0.00%,1,1,0.00%
learning.sohu.com,0,0.00%,1,1,0.00%
track.sohu.com,0,0.00%,1,1,0.00%
mil.sohu.com,0,0.00%,1,1,0.00%
mp.sohu.com,0,0.00%,1,1,0.00%
sports.sohu.com,0,0.00%,1,1,0.00%
pets.sohu.com,0,0.00%,1,1,0.00%
travel.sohu.com,0,0.00%,1,1,0.00%
buy.itunes-apple.com.akadns.net,0,0.00%,2,2,0.00%
yule.sohu.com,0,0.00%,1,1,0.00%
shang.qq.com,0,0.00%,1,1,0.00%
p6.itc.cn,0,0.00%,1,1,0.00%
pv.sohu.com,0,0.00%,10,10,0.00%
www.focus.cn,0,0.00%,1,1,0.00%
v2.sohu.com,0,0.00%,1,1,0.00%
www.microsoft.com,0,0.00%,5,5,0.00%
cis.sohu.com,0,0.00%,1,1,0.00%
search.sohu.com,0,0.00%,1,1,0.00%
api.interaction.sohu.com,0,0.00%,1,1,0.00%
p3.itc.cn,0,0.00%,1,1,0.00%
p2.itc.cn,0,0.00%,2,2,0.00%
fbp.sohu.com,0,0.00%,1,1,0.00%
service.weibo.com,0,0.00%,1,1,0.00%
sns.qzone.qq.com,0,0.00%,1,1,0.00%
imp.optaim.com,0,0.00%,1,1,0.00%
v4.passport.sohu.com,0,0.00%,1,1,0.00%
qpb0.sohu.com,0,0.00%,1,1,0.00%
apiv2.sohu.com,0,0.00%,1,1,0.00%
s.go.sohu.com,0,0.00%,1,1,0.00%
p5.itc.cn,0,0.00%,1,1,0.00%
03e1181bba1cf.cdn.sohucs.com,0,0.00%,1,1,0.00%
p9.itc.cn,0,0.00%,1,1,0.00%
p1.itc.cn,0,0.00%,1,1,0.00%
h5-ol.sns.sohu.com,0,0.00%,1,1,0.00%
p0.itc.cn,0,0.00%,1,1,0.00%
p4.itc.cn,0,0.00%,1,1,0.00%
passport.sohu.com,0,0.00%,1,1,0.00%
zt.pinglun.sohu.com,0,0.00%,1,1,0.00%
imp.go.sohu.com,0,0.00%,1,1,0.00%
i.go.sohu.com,0,0.00%,1,1,0.00%
t.go.sohu.com,0,0.00%,1,1,0.00%
w.irs03.com,0,0.00%,1,1,0.00%
643108e7617ef.cdn.sohucs.com,0,0.00%,1,1,0.00%
push.zhanzhang.baidu.com,0,0.00%,1,1,0.00%
lf1-cdn-tos.bytegoofy.com,0,0.00%,1,1,0.00%
sem.17zhuangxiu.cn,0,0.00%,1,1,0.00%
pos.baidu.com,0,0.00%,2,2,0.00%
api.share.baidu.com,0,0.00%,1,1,0.00%
zhanzhang.toutiao.com,0,0.00%,1,1,0.00%
ssl.ptlogin2.graph.qq.com,0,0.00%,11,11,0.00%
wn.pos.baidu.com,0,0.00%,3,3,0.00%
lupic.cdn.bcebos.com,0,0.00%,1,1,0.00%
tconf.f.360.cn,0,0.00%,20,20,0.00%
user.qzone.qq.com,0,0.00%,2,2,0.00%
ptlogin2.qzone.qq.com,0,0.00%,2,2,0.00%
ssl.ptlogin2.qq.com,0,0.00%,2,2,0.00%
qzonestyle.gtimg.cn,0,0.00%,2,2,0.00%
i.gdt.qq.com,0,0.00%,4,4,0.00%
stdl.qq.com,0,0.00%,2,2,0.00%
eclick.baidu.com,0,0.00%,4,4,0.00%
ssl.ptlogin2.mail.qq.com,0,0.00%,2,2,0.00%
mail.qq.com,0,0.00%,6,6,0.00%
connectivitycheck.platform.hicloud.com,0,0.00%,14,14,0.00%
cdn.content.prod.cms.msn.com,0,0.00%,1,1,0.00%
m.black-unique.com,0,0.00%,1,1,0.00%
rescdn.qqmail.com,0,0.00%,2,2,0.00%
rl.mail.qq.com,0,0.00%,2,2,0.00%
js.aq.qq.com,0,0.00%,2,2,0.00%
sv.aq.qq.com,0,0.00%,2,2,0.00%
connectivitycheck.cbg-app.huawei.com,0,0.00%,5,5,0.00%
img-prod-cms-rt-microsoft-com.akamaized.net,0,0.00%,2,2,0.00%
th.bing.com,0,0.00%,4,4,0.00%
wp.mail.qq.com,0,0.00%,4,4,0.00%
unionsug.baidu.com,0,0.00%,1,1,0.00%
www.notion.so,0,0.00%,6,6,0.00%
itunes.apple.com.edgekey.net,0,0.00%,1,1,0.00%
musicstatus.edge-itunes-apple.com.akadns.net,0,0.00%,1,1,0.00%
xp.apple.com.edgekey.net,0,0.00%,1,1,0.00%
ecn.dev.ditu.live.com,0,0.00%,6,6,0.00%
p0.meituan.net,0,0.00%,1,1,0.00%
www.meituan.com,0,0.00%,1,1,0.00%
o1.d.meituan.net,0,0.00%,1,1,0.00%
p1.meituan.net,0,0.00%,1,1,0.00%
imap.exmail.qq.com,0,0.00%,3,3,0.00%
addonlist.sync.maxthon.cn,0,0.00%,1,1,0.00%
tieba.baidu.com,0,0.00%,3,3,0.00%
mmbiz.qlogo.cn,0,0.00%,2,2,0.00%
tb5.bdstatic.com,0,0.00%,1,1,0.00%
passport.baidu.com,0,0.00%,8,8,0.00%
tb3.bdstatic.com,0,0.00%,1,1,0.00%
nsclick.baidu.com,0,0.00%,3,3,0.00%
tb1.bdstatic.com,0,0.00%,1,1,0.00%
imgsa.baidu.com,0,0.00%,1,1,0.00%
sofire.bdstatic.com,0,0.00%,1,1,0.00%
tbmsg.baidu.com,0,0.00%,1,1,0.00%
ecma.bdimg.com,0,0.00%,1,1,0.00%
tieba-ares.cdn.bcebos.com,0,0.00%,1,1,0.00%
als.baidu.com,0,0.00%,1,1,0.00%
sfp.safe.baidu.com,0,0.00%,2,2,0.00%
tiebapic.baidu.com,0,0.00%,1,1,0.00%
tb2.bdstatic.com,0,0.00%,1,1,0.00%
k5-v6-meituan.gslb.ksyuncdn.com,0,0.00%,1,1,0.00%
ns-strategy.cdn.bcebos.com,0,0.00%,1,1,0.00%
gss0.bdstatic.com,0,0.00%,1,1,0.00%
miao.baidu.com,0,0.00%,6,6,0.00%
sofire.baidu.com,0,0.00%,1,1,0.00%
ada.baidu.com,0,0.00%,1,1,0.00%
music.91q.com,0,0.00%,1,1,0.00%
task.browser.360.cn,0,0.00%,7,7,0.00%
resources.jetbrains.com,0,0.00%,1,1,0.00%
prod.fus.aws.intellij.net,0,0.00%,1,1,0.00%
apiexp.open.kingdee.com,0,0.00%,1,1,0.00%
darkreader.github.io,0,0.00%,3,3,0.00%
darkreader.org,0,0.00%,3,3,0.00%
update100.sangfor.com.cn,0,0.00%,6,6,0.00%
cloud.huawei.com,0,0.00%,2,2,0.00%
anv.duba.net,0,0.00%,5,5,0.00%
passport.bdimg.com,0,0.00%,1,1,0.00%
gomediago.baidu.com,0,0.00%,1,1,0.00%
rm.api.weibo.com,0,0.00%,14,14,0.00%
show-3.mediav.com,0,0.00%,1,1,0.00%
wappass.baidu.com,0,0.00%,2,2,0.00%
api.aliyundrive.com,0,0.00%,11,11,0.00%
s3m4.fenxi.com,0,0.00%,1,1,0.00%
mediago-static.cdn.bcebos.com,0,0.00%,1,1,0.00%
channels.weixin.qq.com,0,0.00%,1,1,0.00%
client.uu.me,0,0.00%,1,1,0.00%
vm.gtimg.cn,0,0.00%,15,15,0.00%
asimov.vortex.data.trafficmanager.net,0,0.00%,1,1,0.00%
bsg.w.bilicdn1.com,0,0.00%,1,1,0.00%
xui.ptlogin2.qq.com,0,0.00%,15,15,0.00%
graph.qq.com,0,0.00%,14,14,0.00%
fanyi.youdao.com,0,0.00%,2,2,0.00%
rq.cct.cloud.duba.net,0,0.00%,14,14,0.00%
node.video.qq.com,0,0.00%,13,13,0.00%
s3.amazonaws.com,0,0.00%,2,2,0.00%
access.video.qq.com,0,0.00%,15,15,0.00%
hp3.mail.netease.com,0,0.00%,7,7,0.00%
cr.file.cloud.duba.net,0,0.00%,3,3,0.00%
sconf.f.360.cn,0,0.00%,20,20,0.00%
cl.vd.f.360.cn,0,0.00%,40,40,0.00%
init.push.apple.com,0,0.00%,1,1,0.00%
stat.sd.360.cn,0,0.00%,6,6,0.00%
iaas.wps.cn,0,0.00%,3,3,0.00%
docer-api.kdocs.cn,0,0.00%,3,3,0.00%
docer.kdocs.cn,0,0.00%,3,3,0.00%
lucky.wps.cn,0,0.00%,3,3,0.00%
sms.wps.cn,0,0.00%,2,2,0.00%
kdocs.cn,0,0.00%,5,5,0.00%
geo.wps.cn,0,0.00%,5,5,0.00%
avatar.qwps.cn,0,0.00%,3,3,0.00%
pay.wps.cn,0,0.00%,9,9,0.00%
common.docer.wps.cn,0,0.00%,2,2,0.00%
33.courier-push-apple.com.akadns.net,0,0.00%,1,1,0.00%
p7.itc.cn,0,0.00%,1,1,0.00%
p8.itc.cn,0,0.00%,1,1,0.00%
assp.sohu.com,0,0.00%,1,1,0.00%
update.pan.baidu.com,0,0.00%,11,11,0.00%
win10.ipv6.microsoft.com,0,0.00%,42,42,0.00%
vinci.ie.sogou.com,0,0.00%,3,3,0.00%
sp2.baidu.com,0,0.00%,4,4,0.00%
wan.sogou.com,0,0.00%,2,2,0.00%
mbd.baidu.com,0,0.00%,3,3,0.00%
pushtrs.push.hicloud.com,0,0.00%,6,6,0.00%
package.dingtalk.com,0,0.00%,2,2,0.00%
www.jos.org.cn,0,0.00%,1,1,0.00%
ovo.cn2.llsmall.com,0,0.00%,11,11,0.00%
ex.exmail.qq.com,0,0.00%,1,1,0.00%
bkssl.bdimg.com,0,0.00%,2,2,0.00%
mapsp0.bdimg.com,0,0.00%,2,2,0.00%
fc4tn.baidu.com,0,0.00%,2,2,0.00%
dss3.baidu.com,0,0.00%,2,2,0.00%
t14.baidu.com,0,0.00%,6,6,0.00%
t15.baidu.com,0,0.00%,6,6,0.00%
cambrian-images.cdn.bcebos.com,0,0.00%,2,2,0.00%
fc5tn.baidu.com,0,0.00%,2,2,0.00%
www.kdocs.cn,0,0.00%,4,4,0.00%
zt.wps.cn,0,0.00%,1,1,0.00%
softbus-device.wps.cn,0,0.00%,5,5,0.00%
aflow.dingtalk.com,0,0.00%,2,2,0.00%
www.atguigu.com,0,0.00%,2,2,0.00%
pcmgrmonitor.3g.qq.com,0,0.00%,1,1,0.00%
cronus.ie.sogou.com,0,0.00%,2,2,0.00%
aqyzmedia.yunaq.com,0,0.00%,2,2,0.00%
tb.53kf.com,0,0.00%,2,2,0.00%
www.gulixueyuan.com,0,0.00%,2,2,0.00%
www.itdachang.com,0,0.00%,2,2,0.00%
www.mobiletrain.org,0,0.00%,2,2,0.00%
s.union.360.cn,0,0.00%,2,2,0.00%
v.yunaq.com,0,0.00%,2,2,0.00%
360fenxi.mediav.com,0,0.00%,2,2,0.00%
e.so.com,0,0.00%,1,1,0.00%
www13.53kf.com,0,0.00%,2,2,0.00%
accwww13.53kf.com,0,0.00%,2,2,0.00%
tjs.sjs.sinajs.cn,0,0.00%,2,2,0.00%
pti.store.microsoft.com,0,0.00%,1,1,0.00%
cpro.baidu.com,0,0.00%,2,2,0.00%
online.user.maxthon.cn,0,0.00%,1,1,0.00%
js1.pcfg.cache.wpscdn.cn,0,0.00%,5,5,0.00%
retcode.alicdn.com,0,0.00%,2,2,0.00%
arms-retcode.aliyuncs.com,0,0.00%,2,2,0.00%
ts3.cn.mm.bing.net,0,0.00%,6,6,0.00%
ts4.cn.mm.bing.net,0,0.00%,2,2,0.00%
login.microsoftonline.com,0,0.00%,6,6,0.00%
bingciservice.koreasouth.cloudapp.azure.com,0,0.00%,2,2,0.00%
gm.mmstat.com,0,0.00%,4,4,0.00%
filesys.53kf.com,0,0.00%,2,2,0.00%
www2.bing.com,0,0.00%,2,2,0.00%
retcode.taobao.com,0,0.00%,2,2,0.00%
wenku.baidu.com,0,0.00%,3,3,0.00%
edu-wenku.bdimg.com,0,0.00%,1,1,0.00%
wkstatic.bdimg.com,0,0.00%,1,1,0.00%
wkretype.bdimg.com,0,0.00%,1,1,0.00%
wkbjcloudbos.bdimg.com,0,0.00%,1,1,0.00%
startpage.ic.ksosoft.com,0,0.00%,1,1,0.00%
wk-journal.cdn.bcebos.com,0,0.00%,1,1,0.00%
wkctj.baidu.com,0,0.00%,1,1,0.00%
wkdsp.baidu.com,0,0.00%,1,1,0.00%
bj.bcebos.com,0,0.00%,1,1,0.00%
aefd.nelreports.net,0,0.00%,4,4,0.00%
openapp.wpscdn.cn,0,0.00%,1,1,0.00%
flow.wps.cn,0,0.00%,1,1,0.00%
pc-plugin.wpscdn.cn,0,0.00%,1,1,0.00%
site.browser.360.cn,0,0.00%,1,1,0.00%
learning.u.wpscdn.cn,0,0.00%,1,1,0.00%
infoc0.duba.net,0,0.00%,6,6,0.00%
tconf.b.qianxin.com,0,0.00%,6,6,0.00%
vip-rec.ksord.com,0,0.00%,3,3,0.00%
loc.map.baidu.com,0,0.00%,17,17,0.00%
openlocation-drcn.platform.dbankcloud.com,0,0.00%,9,9,0.00%
umini.shujupie.com,0,0.00%,1,1,0.00%
s1.url.cn,0,0.00%,2,2,0.00%
iphone-ld.apple.com,0,0.00%,5,5,0.00%
migration-geo-filter-prd.stargate.cse.ss-inf.net,0,0.00%,4,4,0.00%
normandy.cdn.mozilla.net,0,0.00%,12,12,0.00%
classify-client.services.mozilla.com,0,0.00%,12,12,0.00%
prod-classifyclient.normandy.prod.cloudops.mozgcp.net,0,0.00%,4,4,0.00%
repos.os.nfschina.com,0,0.00%,2,2,0.00%
api.snapcraft.io,0,0.00%,42,42,0.00%
xlbrowsersdk.rcv.sandai.net,0,0.00%,2,2,0.00%
vscode-sync.trafficmanager.net,0,0.00%,8,8,0.00%
dldir1.qq.com,0,0.00%,14,14,0.00%
www.dadiyouhui01.cn,0,0.00%,10,10,0.00%
eeth9boh.nodedata.net,0,0.00%,8,8,0.00%
finance.services.appex.cn.bing.com,0,0.00%,4,4,0.00%
weatherredirectionweu01.cloudapp.net,0,0.00%,2,2,0.00%
gateway.lianjia.com,0,0.00%,4,4,0.00%
mail.iie.ac.cn,0,0.00%,6,6,0.00%
www.tnas.online,0,0.00%,2,2,0.00%
32-courier.push.apple.com,0,0.00%,4,4,0.00%
api.live.net,0,0.00%,2,2,0.00%
g.live.com,0,0.00%,8,8,0.00%
secure.wlxrs.com,0,0.00%,1,1,0.00%
bay405-m.hotmail.com,0,0.00%,2,2,0.00%
hub5pnc.sandai.net,0,0.00%,12,12,0.00%
db.local.clamav.net,0,0.00%,46,46,0.00%
www.overleaf.com,0,0.00%,1,1,0.00%
edu.ntp.org.cn,0,0.00%,2,2,0.00%
ntp1.aliyun.com,0,0.00%,2,2,0.00%
time1.cloud.tencent.com,0,0.00%,6,6,0.00%
database.clamav.net,0,0.00%,15,15,0.00%
feelchat2.virbox.com,0,0.00%,2,2,0.00%
rcv4.xldw.n0808.com,0,0.00%,2,2,0.00%
mtalk.google.com,0,0.00%,9,9,0.00%
speed.live.360.cn,0,0.00%,2,2,0.00%
q3.jia.360.cn,0,0.00%,2,2,0.00%
configserver.hicloud.com,0,0.00%,8,8,0.00%
dp.push.dc.360.cn,0,0.00%,2,2,0.00%
p.s.360.cn,0,0.00%,2,2,0.00%
dnkeeper.platform.dbankcloud.cn,0,0.00%,14,14,0.00%
store-drcn.hispace.dbankcloud.cn,0,0.00%,4,4,0.00%
tsms-drcn.platform.dbankcloud.com,0,0.00%,2,2,0.00%
tsms-drcn.security.dbankcloud.cn,0,0.00%,2,2,0.00%
rms-drcn.platform.dbankcloud.cn,0,0.00%,2,2,0.00%
gameplay.intel.com,0,0.00%,4,4,0.00%
mozilla.cloudflare-dns.com,0,0.00%,6,6,0.00%
alt5-mtalk.google.com,0,0.00%,2,2,0.00%
log.caxa.com,0,0.00%,2,2,0.00%
48afe871-i.andns.co,0,0.00%,2,2,0.00%
ipcmaster-sh-7days.shanghai.xstore.qihu.com,0,0.00%,2,2,0.00%
api-drcn.theme.dbankcloud.cn,0,0.00%,1,1,0.00%
yungw.taobao.com,0,0.00%,1,1,0.00%
th-a.pinduoduo.com,0,0.00%,4,4,0.00%
hiboardng.hicloud.com,0,0.00%,2,2,0.00%
dnkeeper.hicloud.com,0,0.00%,2,2,0.00%
app.biliapi.net,0,0.00%,1,1,0.00%
api.biliapi.net,0,0.00%,2,2,0.00%
debug.anuson.com,0,0.00%,8,8,0.00%
ins-j3fgveac.ias.tencent-cloud.net,0,0.00%,2,2,0.00%
sp.sangfor.com.cn,0,0.00%,83,83,0.00%
